,accession,maturity_height_type,Block,Row,Col,Plot,Trt,DOY186,DOY193,DOY200,DOY207,DOY208,DOY209,DOY210,DOY215,DOY216,DOY217,DOY221,DOY223,DOY224,DOY229,DOY231,DOY236,DOY241,DOY252,DOY266,Heading10%,Heading50,Heading90
173,PI 533913,Type3,1,7,11,10711,LN,NA,NA,0,NA,80,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,205,215
200,PI 533961,Type3,1,8,11,10811,LN,NA,NA,0,NA,30,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,203,210,215
227,PI 533750,Type4,1,9,11,10911,LN,NA,NA,0,NA,70,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,218
254,PI 533838,Type4,1,10,11,11011,LN,NA,NA,0,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
281,PI 533911,Type4,1,11,11,11111,LN,NA,NA,0,NA,30,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,203,211,221
308,PI 533991,Type4,1,12,11,11211,LN,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,215,221
335,PI 533915,Type4,1,13,11,11311,LN,NA,NA,0,NA,80,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,205,214
362,PI 533912,Type4,1,14,11,11411,LN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
389,PI 533921,Type4,1,15,11,11511,LN,NA,NA,0,NA,10,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,208,214,221
416,PI 533760,Type4,1,16,11,11611,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,212,217,220
12,PI 533987,Type3,1,1,12,10112,LN,NA,NA,0,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,215
39,PI 533957,Type3,1,2,12,10212,LN,NA,NA,0,NA,40,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,209,214
66,PI 533940,Type3,1,3,12,10312,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,208,212,221
93,PI 533939,Type3,1,4,12,10412,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,214,220
120,PI 329440,Type3,1,5,12,10512,LN,NA,NA,0,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,204,211,215
147,PI 534063,Type3,1,6,12,10612,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,212,217,220
174,PI 533792,Type3,1,7,12,10712,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,236,238,240
201,PI 534092,Type3,1,8,12,10812,LN,NA,NA,NA,NA,0,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,210,216,221
228,PI 533997,Type4,1,9,12,10912,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
255,PI 534070,Type4,1,10,12,11012,LN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
282,PI 533949,Type4,1,11,12,11112,LN,NA,NA,0,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,213
309,check,Check,1,12,12,11212,LN,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,215,221
336,PI 534037,Type4,1,13,12,11312,LN,NA,NA,0,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,211,215
363,PI 533759,Type4,1,14,12,11412,LN,NA,NA,0,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,215
390,PI 533910,Type4,1,15,12,11512,LN,NA,NA,0,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,215
417,check,Check,1,16,12,11612,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
13,check,Check,1,1,13,10113,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,213,221
40,PI 534123,Type3,1,2,13,10213,LN,NA,NA,NA,NA,0,NA,NA,30,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,210,221,227
67,PI 597972,Type3,1,3,13,10313,LN,NA,NA,0,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
94,check,Check,1,4,13,10413,LN,NA,NA,0,NA,5,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,214,220
121,PI 595745,Type3,1,5,13,10513,LN,NA,NA,0,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,204,211,215
148,PI 576337,Type3,1,6,13,10613,LN,NA,NA,0,NA,30,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,203,211,218
175,PI 641874,Type3,1,7,13,10713,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
202,PI 576366,Type3,1,8,13,10813,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
229,PI 595720,Type4,1,9,13,10913,LN,NA,NA,0,NA,50,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,202,208,221
256,PI 576425,Type4,1,10,13,11013,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,208,212,221
283,PI 597957,Type4,1,11,13,11113,LN,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,215,221
310,PI 576352,Type4,1,12,13,11213,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
337,PI 597968,Type4,1,13,13,11313,LN,NA,NA,0,NA,10,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
364,PI 629059,Type4,1,14,13,11413,LN,NA,NA,NA,NA,0,NA,NA,10,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,215,221,227
391,PI 597982,Type4,1,15,13,11513,LN,NA,NA,0,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,213
418,PI 597958,Type4,1,16,13,11613,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,216,220,227
14,PI 595741,Type3,1,1,14,10114,LN,NA,NA,0,NA,5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,212,215
41,PI 597950,Type3,1,2,14,10214,LN,NA,NA,0,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
68,PI 576332,Type3,1,3,14,10314,LN,NA,NA,0,NA,80,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,205,215
95,PI 597961,Type3,1,4,14,10414,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,209,213,224
122,PI 576399,Type3,1,5,14,10514,LN,NA,NA,0,NA,50,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
149,PI 655998,Type3,1,6,14,10614,LN,NA,NA,0,NA,30,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,210,214
176,PI 595718,Type3,1,7,14,10714,LN,NA,NA,0,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
203,PI 534116,Type3,1,8,14,10814,LN,NA,NA,0,NA,60,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,207,215
230,PI 576394,Type4,1,9,14,10914,LN,NA,NA,0,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,211,215
257,PI 629034,Type4,1,10,14,11014,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,216,219,226
284,PI 595714,Type4,1,11,14,11114,LN,NA,NA,0,NA,30,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,203,210,215
311,PI 534108,Type4,1,12,14,11214,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,213,219
338,check,Check,1,13,14,11314,LN,NA,NA,NA,NA,0,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,212,218
365,check,Check,1,14,14,11414,LN,NA,NA,0,NA,5,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,216,221
392,PI 576390,Type4,1,15,14,11514,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
419,PI 534101,Type4,1,16,14,11614,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,213,221
15,PI 552861,Type3,1,1,15,10115,LN,NA,NA,0,NA,10,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,211,214
42,PI 534099,Type3,1,2,15,10215,LN,NA,NA,0,NA,5,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,213,221
69,PI 576347,Type3,1,3,15,10315,LN,NA,NA,0,NA,80,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,201,205,221
96,PI 576350,Type3,1,4,15,10415,LN,NA,NA,0,NA,80,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,205,215
123,PI 534117,Type3,1,5,15,10515,LN,NA,NA,0,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,213
150,PI 534145,Type3,1,6,15,10615,LN,NA,NA,0,NA,20,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,204,212,221
177,PI 595702,Type3,1,7,15,10715,LN,NA,NA,0,NA,50,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
204,PI 655987,Type3,1,8,15,10815,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
231,PI 576339,Type4,1,9,15,10915,LN,NA,NA,0,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,213
258,PI 576364,Type4,1,10,15,11015,LN,NA,NA,0,NA,70,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,218
285,PI 534105,Type4,1,11,15,11115,LN,NA,NA,0,NA,30,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,203,211,218
312,PI 597952,Type4,1,12,15,11215,LN,NA,NA,0,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,213
339,PI 597965,Type4,1,13,15,11315,LN,NA,NA,0,NA,50,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,208,218
366,PI 597971,Type4,1,14,15,11415,LN,NA,NA,0,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,215
393,PI 534115,Type4,1,15,15,11515,LN,NA,NA,0,NA,10,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,215
420,PI 534124,Type4,1,16,15,11615,LN,NA,NA,0,NA,50,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
16,PI 656116,Type3,1,1,16,10116,LN,NA,NA,0,NA,30,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,210,215
43,PI 656098,Type3,1,2,16,10216,LN,NA,NA,0,NA,30,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,203,211,218
70,PI 656104,Type3,1,3,16,10316,LN,NA,NA,0,NA,60,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,207,215
97,PI 656101,Type3,1,4,16,10416,LN,NA,NA,0,NA,80,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,201,205,221
124,PI 656120,Type3,1,5,16,10516,LN,NA,NA,0,NA,40,NA,NA,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,202,211,225
151,PI 552856,Type3,1,6,16,10616,LN,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,209,212,215
178,PI 656121,Type3,1,7,16,10716,LN,NA,NA,0,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,215
205,PI 656087,Type3,1,8,16,10816,LN,NA,NA,0,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
232,PI 656022,Type4,1,9,16,10916,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,213,219
259,PI 656047,Type4,1,10,16,11016,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,222,225,229
286,check,Check,1,11,16,11116,LN,NA,NA,0,NA,10,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,215
313,PI 656096,Type4,1,12,16,11216,LN,NA,NA,0,NA,5,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,211,214
340,PI 656094,Type4,1,13,16,11316,LN,NA,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,214
367,PI 655989,Type4,1,14,16,11416,LN,NA,NA,0,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
394,PI 656033,Type4,1,15,16,11516,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,212,218,229
421,PI 656080,Type4,1,16,16,11616,LN,NA,NA,0,NA,15,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,205,211,215
17,PI 656109,Type3,1,1,17,10117,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
44,PI 655999,Type3,1,2,17,10217,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,209,213,229
71,PI 656025,Type3,1,3,17,10317,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
98,PI 656081,Type3,1,4,17,10417,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
125,PI 656020,Type3,1,5,17,10517,LN,NA,NA,0,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,215
152,PI 655985,Type3,1,6,17,10617,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,209,213,224
179,PI 656010,Type3,1,7,17,10717,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,216,221,229
206,PI 653617,Type3,1,8,17,10817,LN,NA,NA,0,NA,10,NA,NA,80,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,208,212,221
233,PI 656000,Type4,1,9,17,10917,LN,NA,NA,NA,NA,0,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
260,PI 656108,Type4,1,10,17,11017,LN,NA,NA,0,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,213
287,PI 656052,Type4,1,11,17,11117,LN,NA,NA,0,NA,80,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,201,205,221
314,PI 656095,Type4,1,12,17,11217,LN,NA,NA,0,NA,70,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,206,218
341,check,Check,1,13,17,11317,LN,NA,NA,0,NA,10,NA,NA,20,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,208,218,229
368,PI 655971,Type4,1,14,17,11417,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
395,PI 656060,Type4,1,15,17,11517,LN,NA,NA,NA,NA,0,NA,NA,10,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,215,218,221
422,PI 656089,Type4,1,16,17,11617,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
18,PI 659693,Type3,1,1,18,10118,LN,NA,NA,0,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
45,check,Check,1,2,18,10218,LN,NA,NA,NA,NA,0,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,212,218
72,PI 656019,Type3,1,3,18,10318,LN,NA,NA,0,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
99,PI 656112,Type3,1,4,18,10418,LN,NA,NA,0,NA,40,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,209,215
126,PI 656105,Type3,1,5,18,10518,LN,NA,NA,0,NA,30,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,203,211,218
153,PI 656119,Type3,1,6,18,10618,LN,NA,NA,0,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,213
180,check,Check,1,7,18,10718,LN,NA,NA,NA,NA,0,NA,NA,30,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,210,217,225
207,PI 656055,Type3,1,8,18,10818,LN,NA,NA,0,NA,10,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,212,218
234,PI 598070,Type4,1,9,18,10918,LN,NA,NA,NA,NA,0,NA,NA,40,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,210,217,229
261,Btx623,Type4,1,10,18,11018,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,209,214,225
288,PI 656005,Type4,1,11,18,11118,LN,NA,NA,0,NA,80,NA,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,201,205,215
315,PI 656085,Type4,1,12,18,11218,LN,NA,NA,0,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,213
342,PI 655993,Type4,1,13,18,11318,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,214,221
369,PI 656077,Type4,1,14,18,11418,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
396,PI 656078,Type4,1,15,18,11518,LN,NA,NA,0,NA,50,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,208,218
423,PI 656115,Type4,1,16,18,11618,LN,NA,NA,0,NA,10,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,208,213,219
19,PI 533839,Type5,1,1,19,10119,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,214,221
46,PI 534114,Type5,1,2,19,10219,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,212,218,221
73,check,Check,1,3,19,10319,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,214,221
100,PI 533998,Type5,1,4,19,10419,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
127,PI 534009,Type5,1,5,19,10519,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,80,NA,90,NA,NA,NA,216,221,236
154,PI 533831,Type5,1,6,19,10619,LN,NA,NA,0,NA,5,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,215,221
181,PI 533972,Type5,1,7,19,10719,LN,NA,NA,NA,NA,0,NA,NA,10,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,215,223,229
208,PI 533814,Type5,1,8,19,10819,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,212,218,221
235,PI 534139,Type6,1,9,19,10919,LN,NA,NA,0,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,204,211,215
262,PI 533752,Type6,1,10,19,11019,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,216,220,229
289,PI 534137,Type6,1,11,19,11119,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,214,221
316,check,Check,1,12,19,11219,LN,NA,NA,0,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,204,211,215
343,PI 534079,Type6,1,13,19,11319,LN,NA,NA,0,NA,50,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,208,218
370,PI 533877,Type6,1,14,19,11419,LN,NA,NA,0,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
397,PI 533937,Type6,1,15,19,11519,LN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
424,check,Check,1,16,19,11619,LN,NA,NA,0,NA,30,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,210,215
20,PI 533965,Type5,1,1,20,10120,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,216,220,227
47,PI 533843,Type5,1,2,20,10220,LN,NA,NA,NA,NA,0,NA,NA,40,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,210,216,225
74,PI 533924,Type5,1,3,20,10320,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,212,220,227
101,PI 533902,Type5,1,4,20,10420,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,222,225,229
128,PI 533863,Type5,1,5,20,10520,LN,NA,NA,0,NA,30,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,203,211,221
155,check,Check,1,6,20,10620,LN,NA,NA,0,NA,20,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,204,212,218
182,PI 534021,Type5,1,7,20,10720,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,90,NA,NA,NA,222,227,236
209,PI 533807,Type5,1,8,20,10820,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,212,219,226
236,PI 533985,Type6,1,9,20,10920,LN,NA,NA,0,NA,5,NA,NA,60,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,209,214,225
263,PI 533876,Type6,1,10,20,11020,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,266,NA,NA
290,PI 534132,Type6,1,11,20,11120,LN,NA,NA,0,NA,20,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,204,212,221
317,PI 533976,Type6,1,12,20,11220,LN,NA,NA,NA,NA,0,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,210,216,221
344,PI 533970,Type6,1,13,20,11320,LN,NA,NA,NA,NA,0,NA,NA,60,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,209,214,228
371,PI 152651,Type6,1,14,20,11420,LN,NA,NA,0,NA,5,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,209,213,219
398,PI 533938,Type6,1,15,20,11520,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,212,218,221
425,PI 534144,Type6,1,16,20,11620,LN,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,212,218,221
21,PI 533903,Type5,1,1,21,10121,LN,NA,NA,NA,NA,0,NA,NA,40,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,210,216,225
48,PI 533943,Type5,1,2,21,10221,LN,NA,NA,0,NA,5,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,209,213,221
75,PI 534053,Type5,1,3,21,10321,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,90,NA,NA,NA,222,226,236
102,PI 533962,Type5,1,4,21,10421,LN,NA,NA,NA,NA,0,NA,NA,10,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,215,220,229
129,PI 533755,Type5,1,5,21,10521,LN,NA,NA,NA,NA,0,NA,NA,10,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,215,223,229
156,PI 533980,Type5,1,6,21,10621,LN,NA,NA,NA,NA,0,NA,NA,70,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,209,213,229
183,PI 534133,Type5,1,7,21,10721,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,90,NA,NA,NA,222,226,236
210,PI 533800,Type5,1,8,21,10821,LN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,90,NA,NA,NA,NA,NA,217,224,229
237,PI 533855,Type6,1,9,21,10921,LN,NA,NA,0,NA,5,NA,NA,80,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,208,212,229
264,PI 17548,Type6,1,10,21,11021,LN,NA,NA,0,NA,40,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,202,209,215
291,PI 533794,Type6,1,11,21,11121,LN,NA,NA,NA,NA,0,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,210,216,221
318,PI 533788,Type6,1,12,21,11221,LN,NA,NA,0,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,213
